Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
508,Bassam Al-Rawi,DF,qa Qatar,24,1.qa Al Duhail SC,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
509,Tim Ream,DF,us United States,34,1.eng Fulham,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,20,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
510,Djorkaeff Reasco,FW,ec Ecuador,23,1.ar Newell's OB,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Gio Reyna,FW,us United States,19,1.de Dortmund,2002,2,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.38,0.10,0.38,Matches
512,Ramin Rezaeian,DF,ir IR Iran,32,1.ir Sepahan,1990,2,2,180,2.0,1,0,1,1,0,0,1,0,0.3,0.3,0.3,0.5,7,8,9,0.50,0.00,0.50,0.50,0.50,0.13,0.14,0.27,0.13,0.27,Matches
513,Everton Ribeiro,MF,br Brazil,33,1.br Flamengo,1989,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
514,Declan Rice,MF,eng England,23,1.eng West Ham,1999,5,5,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,22,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
515,Richarlison,FW,br Brazil,25,1.eng Tottenham,1997,4,4,323,3.6,3,0,3,3,0,0,0,0,2.1,2.1,1.0,3.1,5,5,17,0.84,0.00,0.84,0.84,0.84,0.59,0.27,0.86,0.59,0.86,Matches
516,Fabian Rieder,FW,ch Switzerland,20,1.ch Young Boys,2002,2,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,Matches
517,Ró-Ró,DF,qa Qatar,31,1.qa Al Sadd,1990,3,3,262,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
518,Connor Roberts,DF,wls Wales,26,2.eng Burnley,1995,3,2,200,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16,Matches
519,Antonee Robinson,DF,us United States,24,1.eng Fulham,1997,4,4,359,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,18,18,27,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
520,Sergio Rochet,GK,uy Uruguay,29,1.uy Nacional,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
521,Joe Rodon,DF,wls Wales,24,1.fr Rennes,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
522,Rodri,DF,es Spain,25,1.eng Manchester City,1996,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,13,37,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
523,Charly Rodríguez,MF,mx Mexico,25,1.mx Cruz Azul,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
524,Guido Rodríguez,MF,ar Argentina,28,1.es Betis,1994,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
525,Kevin Rodríguez,FW,ec Ecuador,22,,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,4.23,0.00,4.23,4.23,4.23,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Ricardo Rodríguez,DF,ch Switzerland,29,1.it Torino,1992,4,4,359,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,20,18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
527,Rodrygo,"MF,FW",br Brazil,21,1.es Real Madrid,2001,5,1,181,2.0,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.9,10,9,23,0.00,0.50,0.50,0.00,0.50,0.26,0.25,0.52,0.26,0.52,Matches
528,Mohamed Ali Ben Romdhane,MF,tn Tunisia,22,1.tn Espérance Tunis,1999,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
529,Cristian Romero,DF,ar Argentina,24,1.eng Tottenham,1998,7,6,547,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
530,Cristiano Ronaldo,FW,pt Portugal,37,1.eng Manchester Utd,1985,5,3,290,3.2,1,0,1,0,1,1,0,0,1.6,0.8,0.1,1.0,8,6,25,0.31,0.00,0.31,0.00,0.00,0.51,0.04,0.55,0.26,0.30,Matches
531,Marten de Roon,MF,nl Netherlands,31,1.it Atalanta,1991,5,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
532,Kye Rowles,DF,au Australia,23,1.sct Hearts,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
533,Antonio Rüdiger,DF,de Germany,29,1.es Real Madrid,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,1,21,1,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
534,Bryan Ruiz,MF,cr Costa Rica,36,1.cr Alajuelense,1985,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
535,Mathew Ryan,GK,au Australia,30,1.dk FC Copenhagen,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
536,Youssouf Sabaly,DF,sn Senegal,29,1.es Betis,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,13,26,15,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17,Matches
537,Abdelhamid Sabiri,MF,ma Morocco,25,1.it Sampdoria,1996,5,2,181,2.0,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,2,1,2,0.00,0.50,0.50,0.00,0.50,0.08,0.53,0.60,0.08,0.60,Matches
538,Romain Saïss,DF,ma Morocco,32,1.tr Beşiktaş,1990,6,6,466,5.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1,9,0,0.19,0.00,0.19,0.19,0.19,0.16,0.00,0.16,0.16,0.16,Matches
539,Bukayo Saka,FW,eng England,20,1.eng Arsenal,2001,4,4,288,3.2,3,0,3,3,0,0,0,0,0.6,0.6,0.7,1.3,11,10,34,0.94,0.00,0.94,0.94,0.94,0.20,0.20,0.40,0.20,0.40,Matches
540,Hiroki Sakai,"MF,DF",jp Japan,32,1.jp Urawa Reds,1990,2,1,119,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,6,3,0.00,0.00,0.00,0.00,0.00,0.54,0.07,0.61,0.54,0.61,Matches
541,Youstin Salas,"DF,MF",cr Costa Rica,25,1.cr Saprissa,1996,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
542,William Saliba,DF,fr France,21,1.eng Arsenal,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
543,Mohammed Salisu,DF,gh Ghana,23,1.eng Southampton,1999,3,3,270,3.0,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,2,8,1,0.33,0.00,0.33,0.33,0.33,0.26,0.08,0.34,0.26,0.34,Matches
544,Tarek Salman,DF,qa Qatar,24,1.qa Al Sadd,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
545,Alex Sandro,DF,br Brazil,31,1.it Juventus,1991,3,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,17,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
546,Leroy Sané,"FW,DF",de Germany,26,1.de Bayern Munich,1996,2,1,111,1.2,0,1,1,0,0,0,0,0,0.1,0.1,1.8,1.9,4,8,11,0.00,0.81,0.81,0.00,0.81,0.09,1.44,1.54,0.09,1.54,Matches
547,Na Sang-ho,FW,kr Korea Republic,25,1.kr FC Seoul,1996,2,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,4,18,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
548,Pablo Sarabia,FW,es Spain,30,1.fr Paris S-G,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
549,Josh Sargent,FW,us United States,22,2.eng Norwich City,2000,3,2,157,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,2,1,16,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,Matches
550,Jeremy Sarmiento,"MF,FW",ec Ecuador,19,1.eng Brighton,2002,3,0,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,5,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.15,0.07,0.15,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
551,Ismaila Sarr,"FW,MF",sn Senegal,24,2.eng Watford,1998,4,4,344,3.8,1,0,1,0,1,1,0,0,1.7,0.9,0.4,1.3,14,8,25,0.26,0.00,0.26,0.00,0.00,0.44,0.11,0.55,0.23,0.34,Matches
552,Ferjani Sassi,"MF,DF",tn Tunisia,30,1.qa Al Duhail SC,1992,2,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
553,Fabian Schär,DF,ch Switzerland,30,1.eng Newcastle Utd,1991,2,2,135,1.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
554,Nico Schlotterbeck,DF,de Germany,22,1.de Dortmund,1999,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
555,Kasper Schmeichel,GK,dk Denmark,35,1.fr Nice,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
556,Haris Seferović,FW,ch Switzerland,30,1.tr Galatasaray,1992,3,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,2,0.00,0.00,0.00,0.00,0.00,0.24,0.03,0.27,0.24,0.27,Matches
557,Alidu Seidu,DF,gh Ghana,22,1.fr Clermont Foot,2000,2,2,155,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,3,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
558,Antoine Semenyo,"FW,MF",gh Ghana,22,2.eng Bristol City,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
559,Kim Seung-gyu,GK,kr Korea Republic,31,1.sa Al-Shabab,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
560,Paik Seung-ho,MF,kr Korea Republic,25,1.kr Jeonbuk Hyundai,1997,1,0,26,0.3,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,3.46,0.00,3.46,3.46,3.46,0.15,0.00,0.15,0.15,0.15,Matches
561,Yasser Al-Shahrani,DF,sa Saudi Arabia,30,1.sa Al-Hilal,1992,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
562,Xherdan Shaqiri,"FW,MF",ch Switzerland,30,1.us Chicago Fire,1991,3,3,229,2.5,1,1,2,1,0,0,0,0,0.3,0.3,0.9,1.2,4,16,21,0.39,0.39,0.79,0.39,0.79,0.12,0.37,0.49,0.12,0.49,Matches
563,Riyadh Sharahili,MF,sa Saudi Arabia,29,1.sa Abha,1993,1,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
564,Luke Shaw,DF,eng England,26,1.eng Manchester Utd,1995,5,5,424,4.7,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,14,37,30,0.00,0.21,0.21,0.00,0.21,0.02,0.16,0.18,0.02,0.18,Matches
565,Saad Al Sheeb,GK,qa Qatar,32,1.qa Al Sadd,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
566,Saleh Al-Shehri,FW,sa Saudi Arabia,28,1.sa Al-Hilal,1993,3,3,223,2.5,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,3,0,8,0.40,0.00,0.40,0.40,0.40,0.03,0.05,0.09,0.03,0.09,Matches
567,André Silva,FW,pt Portugal,26,1.de RB Leipzig,1995,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
568,António Silva,DF,pt Portugal,18,1.pt Benfica,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
569,Bernardo Silva,MF,pt Portugal,27,1.eng Manchester City,1994,5,4,356,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.5,18,18,17,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.14,0.04,0.14,Matches
570,Thiago Silva,DF,br Brazil,37,1.eng Chelsea,1984,4,4,390,4.3,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,3,21,0,0.00,0.23,0.23,0.00,0.23,0.04,0.23,0.27,0.04,0.27,Matches
571,Unai Simón,GK,es Spain,25,1.es Athletic Club,1997,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
572,Xavi Simons,"FW,MF",nl Netherlands,19,1.nl PSV Eindhoven,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
573,Ellyes Skhiri,MF,tn Tunisia,27,1.de Köln,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,17,4,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
574,Michał Skóraś,MF,pl Poland,22,1.pl Lech Poznań,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
575,Andreas Skov Olsen,"FW,MF",dk Denmark,22,1.be Club Brugge,1999,2,2,132,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,4,23,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
576,Robert Skov,DF,dk Denmark,26,1.de Hoffenheim,1996,1,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
577,Naïm Sliti,"MF,FW",tn Tunisia,29,1.sa Al-Ettifaq,1992,2,1,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,9,7,0.00,0.00,0.00,0.00,0.00,0.11,0.10,0.21,0.11,0.21,Matches
578,Carlos Soler,MF,es Spain,25,1.fr Paris S-G,1997,2,0,92,1.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,4,10,2,0.98,0.00,0.98,0.98,0.98,0.78,0.26,1.04,0.78,1.04,Matches
579,Yuki Soma,"FW,MF",jp Japan,25,1.jp Grampus,1997,1,1,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
580,Yann Sommer,GK,ch Switzerland,33,1.de Gladbach,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
581,Borna Sosa,DF,hr Croatia,24,1.de Stuttgart,1998,5,5,424,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,18,17,29,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
582,Harry Souttar,DF,au Australia,23,2.eng Stoke City,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
583,Djibril Sow,MF,ch Switzerland,25,1.de Eint Frankfurt,1997,4,4,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,10,12,12,0.00,0.34,0.34,0.00,0.34,0.06,0.06,0.12,0.06,0.12,Matches
584,Josip Stanišić,DF,hr Croatia,22,1.de Bayern Munich,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
585,Renato Steffen,FW,ch Switzerland,30,1.ch Lugano,1991,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
586,Raheem Sterling,FW,eng England,27,1.eng Chelsea,1994,3,2,149,1.7,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,2,6,12,0.60,0.60,1.21,0.60,1.21,0.22,0.09,0.31,0.22,0.31,Matches
587,John Stones,DF,eng England,28,1.eng Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,25,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08,Matches
588,Luis Suárez,FW,uy Uruguay,35,1.uy Nacional,1987,3,2,146,1.6,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,2,2,5,0.00,0.62,0.62,0.00,0.62,0.26,0.04,0.29,0.26,0.29,Matches
589,Niklas Süle,DF,de Germany,26,1.de Dortmund,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,29,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
590,Kamaldeen Sulemana,FW,gh Ghana,20,1.fr Rennes,2002,2,0,58,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,1,6,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
591,Josip Šutalo,DF,hr Croatia,22,1.hr Dinamo Zagreb,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
592,Karol Świderski,FW,pl Poland,25,1.us Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
593,Wojciech Szczęsny,GK,pl Poland,32,1.it Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
594,Damian Szymański,MF,pl Poland,26,1.gr AEK Athens,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
595,Sebastian Szymański,MF,pl Poland,23,1.nl Feyenoord,1999,2,2,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
596,Dušan Tadić,"MF,FW",rs Serbia,33,1.nl Ajax,1988,3,3,257,2.9,0,2,2,0,0,0,0,0,0.1,0.1,0.7,0.8,12,14,20,0.00,0.70,0.70,0.00,0.70,0.03,0.25,0.28,0.03,0.28,Matches
597,Nicolás Tagliafico,DF,ar Argentina,29,1.fr Lyon,1992,6,3,373,4.1,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,6,8,20,0.00,0.00,0.00,0.00,0.00,0.26,0.05,0.31,0.26,0.31,Matches
598,Montassar Talbi,DF,tn Tunisia,24,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
599,Hassan Al Tambakti,DF,sa Saudi Arabia,23,1.sa Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
600,Ao Tanaka,MF,jp Japan,23,2.de Düsseldorf,1998,3,2,171,1.9,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.0,1,8,7,0.53,0.00,0.53,0.53,0.53,0.55,0.05,0.60,0.55,0.60,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
601,Shogo Taniguchi,DF,jp Japan,30,1.jp Kawa Frontale,1991,2,2,210,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
602,Mehdi Taremi,FW,ir IR Iran,29,1.pt Porto,1992,3,3,270,3.0,2,1,3,1,1,1,0,0,1.3,0.6,0.7,1.2,7,9,18,0.67,0.33,1.00,0.33,0.67,0.45,0.22,0.67,0.18,0.40,Matches
603,Kenneth Taylor,MF,nl Netherlands,20,1.nl Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
604,Aurélien Tchouaméni,MF,fr France,22,1.es Real Madrid,2000,7,7,621,6.9,1,0,1,1,0,0,1,0,0.3,0.3,1.0,1.4,8,50,6,0.14,0.00,0.14,0.14,0.14,0.05,0.16,0.21,0.05,0.21,Matches
605,Yeltsin Tejeda,MF,cr Costa Rica,30,1.cr Herediano,1992,3,3,269,3.0,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,0,9,1,0.33,0.33,0.67,0.33,0.67,0.14,0.02,0.17,0.14,0.17,Matches
606,Alex Telles,DF,br Brazil,29,1.es Sevilla,1992,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
607,Sorba Thomas,MF,wls Wales,22,2.eng Huddersfield,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,Marcus Thuram,"FW,MF",fr France,24,1.de Gladbach,1997,5,0,151,1.7,0,2,2,0,0,0,1,0,0.2,0.2,0.3,0.5,8,6,9,0.00,1.19,1.19,0.00,1.19,0.16,0.19,0.35,0.16,0.35,Matches
609,Youri Tielemans,MF,be Belgium,25,1.eng Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
